1100;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
15;Marble Arch Inn;1;56;Cruz;23/12/2015;7;Small;7/10/2015;2;Odom;30/7/2015;8;Underwood;26/7/2015;6;Walker;8/7/2015;6;Brewer;1/7/2016;6;Pitts;6/6/2015;6;Maddox;13/2/2017;7;Aguilar;15/11/2015;9;Reese;14/1/2016;4;Haley;20/10/2015;2;Benson;16/12/2015;8;Cantu;21/6/2016;9;Castaneda;8/8/2015;3;Floyd;7/2/2017;5;Dillon;15/5/2015;8
16;Vito's;3;19;Morton;12/12/2015;2;Heath;21/5/2016;3;Heath;31/5/2015;9;Benjamin;23/2/2017;5;Bray;27/7/2015;9;Moore;26/9/2016;8;Rivera;12/9/2015;5;Warner;21/12/2015;9;Mathews;1/5/2015;4;Cook;14/4/2016;4;Alvarez;5/11/2015;5;Barrera;29/2/2016;10;Riddle;16/6/2015;5;Howard;14/3/2017;8;Freeman;23/6/2015;10;Mathews;2/5/2015;9
17;80 Rennets Wood Road;3;28;Herring;17/4/2016;7;Richmond;27/4/2015;7;Fields;10/9/2015;4;Nolan;10/2/2017;10;Kirkland;18/8/2016;1;Hayden;18/3/2017;9;Strickland;25/8/2016;9;Cervantes;23/12/2015;3;Cantu;22/5/2015;5;Hunter;19/8/2016;6;Pennington;6/8/2016;6;Franklin;17/8/2015;5;Willis;3/1/2017;2;Beck;23/5/2015;2;Flynn;2/2/2016;6;Moon;23/12/2015;3
18;Ibis Hotel;2;31;Lewis;6/3/2017;10;Contreras;17/3/2017;8;Slater;4/10/2015;9;Huffman;10/10/2016;7;Mcintyre;29/9/2016;8;Ellis;22/6/2016;2;Contreras;21/12/2016;5;Farrell;19/6/2016;9;Delaney;2/2/2016;2;Clayton;8/4/2015;5;Ware;16/10/2016;8;Bean;8/9/2016;7;Pennington;9/4/2016;5;Fuentes;1/7/2016;6;Robinson;23/4/2016;2;Floyd;23/5/2016;7
19;The Rockwell;5;57;Mooney;20/4/2016;2;Mullins;28/4/2015;7;Peters;7/5/2016;4;Rojas;5/1/2017;3;Price;25/4/2015;8;Robertson;8/9/2015;1;Nielsen;22/11/2015;6;Herman;11/5/2016;8;Baker;4/9/2015;2;Gill;13/4/2016;10;Lawrence;20/7/2016;10;Castaneda;9/8/2016;5;Schroeder;13/7/2016;5;Pate;12/1/2017;6;Sampson;30/1/2017;2;Hardin;23/9/2016;7
20;myhotel;4;33;Orr;19/11/2015;4;Ball;12/2/2016;7;Manning;23/5/2016;5;Calderon;4/6/2016;3;Hayes;24/10/2016;6;Rogers;10/9/2016;1;Marquez;25/1/2016;1;Serrano;20/5/2016;9;Haley;24/2/2017;5;Hoover;22/11/2016;7;Bullock;15/7/2016;6;Perkins;8/7/2015;9;Maynard;24/2/2017;9;Solomon;22/8/2016;8;Kaufman;14/2/2016;2;Hayes;28/8/2016;5
21;Cheapside;4;57;Odom;17/6/2015;7;Turner;23/10/2015;10;Burt;8/11/2016;5;Stone;17/6/2016;8;Nicholson;19/6/2016;10;Vasquez;11/5/2015;10;Charles;22/10/2016;3;Buchanan;24/9/2016;9;Logan;1/1/2017;1;Rhodes;25/9/2016;3;Hahn;4/10/2015;2;Rowe;23/1/2016;1;Mccall;7/10/2015;3;Byers;26/4/2016;8;Frank;28/11/2015;10;Kinney;12/10/2015;5
22;Chapel Market;4;86;Bartlett;21/9/2016;2;Delaney;28/2/2017;3;Harrison;26/6/2015;8;Bowen;28/6/2016;1;Snyder;2/4/2017;3;Spears;15/12/2015;9;Hood;27/7/2015;8;Baldwin;7/1/2017;1;Guy;30/10/2016;2;Alexander;20/4/2015;4;Benton;10/7/2016;10;Aguilar;1/5/2015;9;Pollard;19/12/2015;1;Barrett;31/5/2016;9;Hopkins;30/7/2015;5;Benton;29/10/2015;10
23;Novotel;3;56;Rivers;21/1/2017;8;Simpson;15/5/2015;4;Randall;6/12/2016;8;Foley;15/5/2015;1;Marsh;30/1/2016;4;Schmidt;20/1/2017;7;Conrad;5/4/2017;10;Albert;1/11/2016;9;Blankenship;3/3/2017;5;Chavez;31/10/2015;5;Pierce;16/8/2015;6;Kelley;21/9/2016;6;Grimes;17/8/2015;6;Ballard;27/6/2016;8;Ortiz;4/9/2016;3;Scott;22/6/2015;9
24;Ibis Hotel;3;40;Ford;17/2/2016;6;Montoya;28/10/2016;7;Bullock;3/2/2017;1;Shelton;11/10/2015;3;Schwartz;16/10/2016;4;Gray;26/10/2015;7;Chapman;1/5/2016;2;Maldonado;16/6/2016;4;Bowman;22/9/2016;7;Mccullough;15/11/2016;1;William;25/6/2015;6;Vinson;4/4/2017;8;Lewis;14/2/2016;1;Ewing;20/7/2015;8;Harding;30/3/2017;10;Santos;9/9/2016;4
25;Holiday Inn;5;78;Joyce;19/5/2016;10;Ramos;20/12/2016;3;Gregory;2/10/2016;4;Fuller;22/1/2016;4;Velazquez;8/9/2015;4;Martinez;1/10/2016;3;Hopkins;22/4/2016;1;English;16/6/2015;8;Joyce;13/10/2015;7;Fuller;1/8/2016;10;Rodgers;6/8/2015;4;Hooper;5/10/2016;3;Buck;31/7/2015;3;Craig;18/2/2017;6;Bradley;21/9/2015;7;Holmes;21/11/2016;5
26;Aurora Hotel;5;49;Rhodes;5/4/2016;10;Jensen;25/4/2015;10;Bush;16/8/2015;3;Richards;16/6/2015;9;Lowery;12/8/2015;10;Mccarthy;20/7/2016;3;Page;18/5/2015;1;Dudley;4/7/2015;6;Carpenter;25/5/2016;4;Michael;16/9/2016;8;Wyatt;14/5/2016;6;Rice;9/4/2015;2;Mann;22/4/2016;5;Rowland;5/8/2015;3;Bonner;31/1/2017;10;Cooley;19/6/2016;2
27;The Lansdowne Club;1;52;Pittman;5/11/2015;5;Yates;5/2/2016;7;Garrison;25/3/2017;5;Huff;19/7/2016;9;Battle;28/3/2017;5;Burris;12/1/2017;8;Raymond;14/4/2015;8;Stuart;3/7/2016;9;Shepherd;27/10/2016;4;Burt;1/12/2015;9;Riggs;11/10/2016;8;Mcpherson;6/8/2015;9;Cline;7/6/2015;7;Ochoa;1/11/2016;6;Hood;30/4/2015;4;Mcclain;21/1/2016;7
28;The Petersham Hotel & Restaurant;5;19;Joseph;8/4/2015;7;English;4/9/2015;8;Forbes;7/7/2015;2;Beasley;9/7/2015;5;Gillespie;6/2/2016;8;Nolan;20/8/2015;7;Singleton;22/4/2015;7;Fernandez;28/6/2015;5;Trujillo;4/11/2016;9;Cruz;19/2/2017;2;Roberts;11/6/2015;6;Ferrell;21/6/2015;1;Chen;7/10/2015;10;Sexton;16/5/2015;7;Mccarthy;29/5/2016;5;Wyatt;16/1/2017;1
29;BSL Depot (Gatwick express);1;97;Yang;6/4/2016;6;Gamble;23/9/2016;8;Talley;4/3/2017;5;Parrish;2/2/2017;3;Wolf;23/12/2015;5;Burt;17/4/2015;10;Cox;19/7/2015;3;Bryan;11/1/2016;1;Reid;15/9/2016;7;Wolf;27/11/2016;9;Doyle;31/5/2015;5;Hale;20/3/2016;8;Oliver;1/4/2017;4;Daugherty;5/3/2016;10;Berg;23/8/2016;8;Melton;19/11/2015;3
30;De Vere Venues;3;12;Golden;9/5/2016;9;Merrill;5/8/2016;3;Sellers;16/2/2017;6;Hammond;13/4/2015;1;Sheppard;4/2/2017;6;Whitley;23/2/2017;6;Velazquez;15/12/2016;4;Payne;2/12/2015;4;English;26/12/2016;9;Strong;13/7/2016;9;Albert;10/12/2015;2;Mullen;1/8/2016;3;Carr;19/11/2016;10;Garrett;8/6/2015;4;Davidson;18/4/2015;10;Conley;12/5/2016;9
31;Travelodge;4;71;Wright;2/1/2016;9;Mcconnell;22/6/2015;8;Mcclain;20/7/2015;9;Fox;14/9/2015;5;Ramsey;28/2/2016;4;Chandler;6/1/2016;2;Shaw;8/2/2017;9;Booth;18/4/2016;4;Alexander;5/2/2017;6;Bates;4/8/2016;7;Potter;6/3/2016;7;Brennan;16/10/2016;2;Rice;3/3/2017;8;Woodard;26/9/2015;10;Michael;24/5/2015;2;West;2/10/2015;9
32;Abbey Road Crossing;1;43;Harvey;24/2/2017;9;Rhodes;21/2/2017;4;Wise;6/1/2016;7;Moses;19/3/2017;6;Acosta;9/11/2016;1;Mills;22/2/2016;10;West;30/10/2015;6;Hayden;9/10/2015;5;Durham;11/9/2016;3;Gamble;15/5/2016;7;Graham;4/2/2017;4;Hebert;12/2/2016;2;Barnett;13/4/2015;3;Lewis;17/7/2016;6;Munoz;2/3/2016;1;Norton;26/5/2015;4
33;Novotel;5;13;Black;15/2/2016;10;King;1/6/2016;7;Woodward;11/6/2015;9;Sexton;18/9/2016;7;Dennis;17/8/2016;5;Marquez;21/10/2016;8;Buckner;11/3/2017;7;Wise;16/1/2017;5;Acosta;3/7/2016;3;Hickman;17/7/2016;7;Day;28/3/2017;8;Ochoa;3/6/2015;6;Mcconnell;4/6/2015;10;Conner;30/8/2016;9;Odonnell;16/8/2016;8;Mccarty;27/1/2017;1
34;bethehurricane HQ;1;66;Mcintosh;23/8/2016;7;Dixon;22/6/2015;6;Mccall;14/9/2016;2;Craft;27/8/2015;10;Daniel;17/2/2017;9;Keller;25/4/2015;8;Lawrence;22/2/2017;9;Joyce;21/10/2016;4;Sparks;1/5/2016;10;Schneider;26/2/2017;7;Hodge;1/3/2016;4;Ruiz;8/11/2015;8;Harper;3/5/2015;6;Wolfe;24/6/2015;1;Nieves;10/11/2015;4;Castro;23/11/2016;1
35;West One Shopping Centre;5;68;Patterson;16/12/2016;6;Valenzuela;17/4/2016;9;Beach;10/12/2016;3;Hatfield;3/12/2015;1;Wolfe;6/10/2016;1;Mcmillan;10/11/2015;3;Lynn;10/12/2016;10;Nichols;23/12/2016;3;Joseph;30/11/2015;10;Pugh;24/2/2016;10;Guthrie;28/10/2016;6;Wagner;24/4/2016;3;Mcneil;31/8/2016;4;Gaines;7/12/2016;8;Salas;29/11/2015;7;Burns;9/7/2016;6
36;Centrale Shopping Centre;5;80;Mccall;9/1/2017;8;Tate;26/1/2017;7;Norris;15/11/2015;10;Guy;28/12/2016;1;Middleton;10/2/2016;5;Preston;20/12/2015;8;Wallace;13/7/2016;2;Silva;23/7/2016;10;Sloan;18/11/2015;1;Gutierrez;1/10/2015;1;Bolton;10/5/2015;1;Key;2/4/2017;1;Marsh;29/1/2016;5;Oneil;19/11/2015;7;Berger;2/4/2017;1;Rose;25/4/2016;1
37;Danubius Hotel;5;96;Cobb;15/6/2015;1;Potts;22/5/2015;6;Hyde;30/10/2015;1;Allen;4/4/2017;8;Murphy;9/9/2016;9;Raymond;6/4/2017;10;Lloyd;10/2/2017;3;Gutierrez;3/1/2016;4;Warren;20/2/2016;6;Hood;23/5/2015;10;Mcgowan;20/6/2015;5;Conway;3/11/2015;8;Baird;18/8/2016;10;Tanner;22/10/2015;5;Velasquez;5/2/2017;9;Robinson;22/11/2015;10
38;Travelodge;3;74;Cherry;25/8/2015;9;Frank;27/6/2015;5;Cantrell;31/5/2016;4;Snow;8/5/2016;6;Cochran;2/7/2015;6;Hammond;30/5/2016;9;Cortez;29/10/2015;3;Adkins;10/1/2017;6;Gay;29/6/2016;4;Curry;30/7/2016;8;Carrillo;18/6/2015;5;Hess;18/2/2017;4;Bonner;12/3/2017;7;Blackburn;1/4/2016;9;Huber;20/5/2015;8;Huffman;30/3/2017;9
39;The Perserverance;4;45;Salinas;3/6/2016;9;Vaughan;17/11/2015;4;Palmer;10/12/2015;4;Joyner;14/3/2017;5;Mcconnell;22/9/2015;10;Shelton;15/2/2016;4;Bruce;5/11/2015;3;Madden;23/7/2016;6;Knowles;26/1/2016;1;Arnold;16/6/2015;10;Clay;14/4/2016;5;Osborn;14/9/2016;4;Baker;9/7/2016;4;Osborne;13/2/2016;2;Joyner;6/5/2016;9;Cruz;30/10/2016;5
41;Travelodge;5;38;Collier;31/5/2016;2;Lara;28/8/2015;2;Daugherty;12/5/2016;9;Sampson;19/1/2017;5;Fuller;13/3/2017;6;Ware;1/6/2015;3;Thomas;3/4/2017;2;Long;23/2/2017;7;Daugherty;6/7/2016;1;Obrien;26/10/2016;8;Cantrell;20/12/2016;10;Stephenson;7/12/2016;8;King;9/2/2017;9;Mccormick;5/6/2015;10;Mann;21/10/2016;2;Herring;1/9/2016;2
42;Faith Wok Chinese Food;2;70;English;18/7/2016;3;Clements;20/5/2015;5;Thompson;24/5/2015;5;Buck;25/1/2016;9;Mercer;18/3/2017;9;Mckay;25/9/2016;4;Young;7/5/2016;6;Kent;11/8/2015;1;Crosby;7/4/2016;6;Crane;18/10/2016;4;Mcfarland;18/10/2016;7;Graves;9/3/2016;4;Ford;15/4/2015;4;Andrews;1/11/2016;4;Solis;18/8/2016;6;Buckner;21/2/2016;5
43;The Exchange Building;5;97;Vincent;2/3/2016;4;Edwards;30/4/2015;9;Mcneil;17/11/2016;7;Gates;3/6/2016;1;Cleveland;20/7/2016;6;Barnes;19/2/2017;6;Mullins;3/1/2016;4;Hickman;8/10/2016;5;Lowery;3/12/2016;6;Wiley;2/1/2016;10;Barlow;17/1/2017;2;Dotson;14/8/2015;10;Blevins;2/11/2016;9;Crosby;17/6/2016;7;Rose;13/8/2015;8;Garrett;3/8/2015;6
44;George Hudson Tower;5;63;Gallagher;15/8/2016;5;Cote;10/2/2016;1;Perez;15/2/2017;2;Ramirez;19/11/2015;10;Mullins;13/4/2015;7;Hodges;17/9/2015;2;Acevedo;30/9/2015;7;Shaw;13/6/2015;10;Schroeder;20/11/2015;8;Howell;8/10/2016;10;Kelly;8/9/2016;1;Wilkinson;25/8/2015;9;Robles;9/4/2015;4;Robertson;28/6/2016;9;Browning;23/8/2016;7;Ferrell;28/11/2016;1
46;Holiday Inn;1;60;Dodson;21/6/2015;6;James;18/4/2016;9;Randall;28/10/2016;3;Herrera;10/8/2015;10;Sutton;12/8/2016;7;Merrill;2/8/2015;7;Christensen;23/10/2016;1;Gilmore;13/11/2016;1;Stein;13/7/2015;10;Reeves;19/9/2015;5;Hobbs;6/5/2016;1;Briggs;26/3/2016;10;Barrett;11/9/2015;4;Lester;11/9/2015;3;Avery;16/4/2016;3;House;6/6/2015;7
47;Innkeeper's Lodge;3;30;Finley;30/9/2016;1;Christian;14/1/2016;10;Olsen;16/12/2016;5;Burch;11/10/2016;10;Moreno;9/3/2017;4;Waller;28/11/2015;7;Reed;2/12/2015;3;Zamora;29/9/2016;2;Brock;18/4/2016;6;Castillo;15/11/2016;5;Cox;7/1/2016;8;Winters;14/4/2015;6;Ingram;20/7/2016;4;Cunningham;22/5/2015;7;Hull;10/3/2016;10;Stein;14/2/2016;7
48;Fox Hotel;2;69;Peters;16/7/2016;3;Wong;21/4/2015;4;Ortega;31/10/2015;6;Morton;24/8/2016;7;Hood;16/6/2016;6;Barrett;28/11/2015;8;Arnold;13/6/2015;4;Lott;22/10/2016;4;George;4/11/2016;6;Saunders;28/2/2016;2;Salinas;6/6/2016;2;Barton;7/6/2016;2;Ewing;17/2/2017;10;Wall;16/12/2015;10;Byers;27/5/2015;6;Hebert;8/9/2016;2
50;Yotel;1;17;Bryant;8/2/2016;1;Mcdonald;17/11/2016;6;Hayes;30/3/2016;7;Odonnell;1/4/2017;10;Ward;7/4/2015;8;Velazquez;13/2/2016;1;Walls;25/3/2016;1;Vang;12/9/2016;7;Lewis;6/6/2016;6;Ratliff;1/12/2015;3;Cline;15/5/2015;8;Berry;9/8/2015;6;Ballard;13/1/2016;7;Pennington;6/1/2016;1;Jones;28/11/2016;3;Delgado;21/4/2016;6
51;Travelodge;1;69;Riggs;29/8/2015;6;Petty;23/8/2016;6;Marquez;8/2/2017;5;Smith;18/1/2016;3;Beasley;22/6/2016;10;Osborn;13/11/2016;1;Griffith;9/11/2015;7;Spencer;13/9/2015;4;Sheppard;27/11/2016;6;England;11/8/2015;7;Rosa;16/6/2015;1;Perkins;16/9/2016;4;Mcconnell;19/8/2016;3;Lancaster;15/4/2016;1;Lindsey;12/6/2016;3;Ware;9/5/2015;8
52;Novotel;2;61;Strickland;30/1/2016;8;Villarreal;21/1/2017;7;Burnett;5/3/2017;2;Hicks;3/1/2016;2;Tucker;17/5/2016;10;Kane;27/8/2016;9;Davidson;13/9/2015;9;Shields;12/1/2016;7;Nichols;22/1/2016;3;Cline;24/8/2016;1;Schwartz;28/4/2015;6;Armstrong;29/10/2015;1;Hayes;8/9/2016;8;Campbell;21/8/2016;4;Kerr;12/3/2016;5;Serrano;7/12/2016;3
54;Premier Inn;3;10;Sargent;9/5/2016;5;Carney;22/6/2016;8;Keller;11/12/2016;9;Bray;12/9/2016;7;Sloan;20/7/2016;1;Hoffman;10/2/2017;8;Burton;25/7/2016;1;Mayo;18/5/2016;6;Hicks;26/5/2016;9;Savage;20/2/2016;4;Fulton;4/1/2016;7;Bradford;9/3/2016;2;Montoya;26/6/2016;4;Ortiz;26/8/2015;10;Allison;21/11/2016;8;Bernard;30/6/2016;2
55;Park Inn Hotel and Conference Center;2;46;French;19/6/2016;7;Holcomb;24/9/2015;7;Guerra;18/4/2015;8;Hoffman;19/6/2015;3;Tanner;30/8/2015;5;Carrillo;8/4/2015;8;Coffey;17/4/2016;2;Morrison;22/2/2016;2;Cunningham;8/10/2015;5;Guzman;30/1/2017;4;Osborn;23/4/2015;3;Wallace;20/3/2016;2;Bradshaw;8/8/2015;7;Hayes;7/8/2016;5;Shannon;17/12/2015;10;Wiggins;19/8/2016;4
56;Double Tree Hotel;1;40;Levy;13/4/2016;1;Fernandez;4/6/2015;8;Gates;3/9/2016;8;Mann;2/11/2016;7;Ward;20/2/2017;8;Decker;4/11/2015;8;Morin;31/3/2017;7;Day;13/5/2016;5;Clemons;14/6/2015;3;Christian;24/8/2015;2;Weeks;2/10/2016;5;Holden;27/9/2015;7;Flores;1/11/2016;8;Maxwell;3/7/2015;9;Mcguire;24/4/2015;1;Porter;19/7/2016;10
57;Custom House Hotel;3;29;Morales;20/2/2016;2;Daniels;1/5/2016;3;Vang;16/4/2015;3;Shepard;10/1/2017;5;Simmons;29/8/2016;10;Avila;30/9/2015;2;Whitney;7/3/2016;10;Michael;7/5/2015;7;Greene;31/5/2016;8;Harrison;17/12/2015;1;Dale;24/5/2016;2;Cannon;22/11/2015;4;Walters;18/1/2017;5;Cunningham;3/8/2016;4;Watkins;5/9/2016;2;Parks;1/9/2016;5
59;Courthouse DoubleTree by Hilton Hotel London - Regent Street;4;17;Porter;21/5/2016;4;Everett;1/12/2016;2;Sears;27/10/2015;9;Horton;7/11/2015;10;Rhodes;28/11/2015;8;Robbins;9/5/2016;1;Mullen;23/2/2017;1;Mcmahon;20/11/2015;9;York;3/8/2015;3;Delaney;9/12/2015;4;Gates;31/10/2015;2;Adams;4/8/2016;8;Cobb;13/6/2015;9;Odonnell;21/6/2015;3;Jarvis;12/3/2016;9;Alston;27/5/2016;3
60;Norwood Top Lock;5;24;William;8/7/2015;7;Mejia;28/8/2015;3;Mcbride;28/2/2017;7;Cooke;2/11/2015;5;Henry;7/10/2016;6;Scott;25/6/2016;7;Avery;25/8/2016;1;Sykes;18/5/2015;3;Jennings;24/8/2015;6;Carpenter;4/8/2016;3;Albert;12/10/2015;10;Crosby;19/8/2015;8;Gaines;13/12/2015;1;White;14/9/2016;3;Ross;28/11/2016;3;Hernandez;26/4/2016;1
61;The Victory;2;14;Huffman;15/11/2016;7;Pena;8/10/2016;2;Wilkinson;5/9/2016;6;Shaw;14/7/2016;6;Leblanc;21/1/2017;4;Schwartz;17/4/2015;10;Mckinney;28/2/2016;10;Wiggins;26/11/2016;2;Rojas;9/9/2016;9;Daugherty;19/5/2015;8;Hammond;20/4/2015;4;Quinn;9/6/2015;2;Long;7/11/2016;7;Walls;16/8/2016;3;Mccray;10/1/2016;5;Mclaughlin;9/10/2015;9
62;Days Inn;1;11;Castro;3/9/2016;4;Wooten;27/4/2016;8;Sellers;18/8/2015;8;Wade;3/1/2016;1;Lynn;14/8/2015;9;Faulkner;8/5/2015;2;Taylor;11/6/2016;4;Trevino;11/2/2016;10;Craft;6/7/2015;3;Simon;17/6/2015;6;Blake;7/4/2015;7;Fletcher;3/4/2017;10;Heath;7/5/2015;3;Parsons;19/2/2016;1;Ball;21/7/2016;10;Booker;1/4/2017;5
63;Acton's Lock, Regent's Canal;5;17;Reid;17/6/2016;6;Martin;18/12/2015;2;Sargent;20/3/2017;9;Key;18/8/2016;7;Pacheco;22/10/2016;2;Hudson;23/8/2016;7;Reynolds;15/4/2015;9;Shepard;9/2/2016;2;Talley;17/5/2016;8;Farley;9/5/2015;6;Cox;29/7/2016;2;Burris;25/3/2016;9;Simmons;26/10/2016;4;Pacheco;2/2/2016;5;Pierce;19/9/2016;9;Short;22/12/2015;4
64;Marriott;4;17;Sweet;4/3/2016;4;Hardin;28/8/2015;1;Brown;14/4/2016;10;Moss;16/11/2015;4;Acosta;24/1/2016;10;Morris;6/7/2015;10;Soto;22/9/2016;10;Keith;10/2/2016;1;Mcclure;8/2/2016;6;Lowe;16/12/2015;6;Blake;21/3/2017;2;Wiggins;25/3/2017;8;Rocha;25/7/2016;10;Nielsen;29/6/2015;10;Woods;15/5/2015;3;Baker;6/9/2015;6
65;No.8 Willesden;3;11;Guerra;2/7/2016;2;Bernard;19/8/2015;5;Vega;19/12/2016;10;Oliver;10/4/2016;8;Hoover;18/11/2015;8;Mcgee;10/1/2016;4;King;7/1/2016;8;Winters;22/12/2016;8;Mcbride;4/4/2017;8;Farrell;19/2/2016;3;Holt;9/7/2015;10;Hood;26/1/2016;9;Baxter;23/10/2015;1;Bates;20/6/2015;2;Logan;13/12/2015;7;Mcfadden;19/12/2016;10
66;So Apartments;2;60;Simmons;20/9/2016;9;Mays;11/6/2015;7;Skinner;9/9/2016;8;Gray;15/8/2015;10;Holcomb;30/6/2015;6;Vinson;16/5/2015;1;Moran;6/12/2015;6;Pitts;22/9/2016;4;England;12/11/2016;4;Moreno;2/7/2015;9;Sims;27/9/2015;3;Mitchell;14/6/2016;6;Hutchinson;9/12/2016;2;Mclean;29/6/2015;8;Logan;21/10/2016;7;Brennan;18/12/2016;5
67;Norfolk House Hotel;5;11;Webster;1/12/2015;9;Huber;14/2/2016;3;Sharpe;28/1/2016;4;Mullins;1/3/2016;9;Suarez;1/3/2016;8;Santiago;27/12/2015;2;Deleon;17/6/2016;10;Clayton;16/9/2016;10;Martinez;1/9/2015;2;Fuller;26/2/2017;9;Hayes;6/2/2017;8;Gallegos;3/2/2016;3;Perkins;12/6/2015;6;Delgado;9/3/2017;1;Tanner;9/11/2015;2;Cohen;30/8/2016;6
